age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Adult,Advanced,Cold War,Politics,Hard,Simulation,You are a leader during Cold War. What would you do?,strategic decision,1,27,Yes,2,Hard
Adult,Beginner,Cold War,Politics,Hard,Challenge,Explain who were the superpowers?,USA USSR,0,29,Yes,1,Medium
Child,Advanced,Cold War,Politics,Medium,Challenge,What caused what was nato??,military alliance,1,19,No,3,Hard
Adult,Beginner,Industrial Revolution,Culture,Medium,Challenge,What caused who invented steam engine??,James Watt,0,28,Yes,1,Easy
Adult,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Why is what changed transportation? important?,railways,1,36,Yes,1,Hard
Teen,Beginner,World War II,War,Hard,Challenge,What were effects of which countries were part of the allies??,USA UK USSR,1,37,No,1,Hard
Child,Beginner,French Revolution,Revolution,Easy,Challenge,Explain when did the french revolution begin?,1789,1,35,No,3,Medium
Child,Intermediate,French Revolution,Revolution,Easy,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,0,19,No,3,Easy
Adult,Beginner,Cold War,Politics,Medium,Challenge,Describe what was nato? briefly,military alliance,0,18,No,3,Easy
Teen,Intermediate,Industrial Revolution,Culture,Easy,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,1,22,Yes,1,Medium
Teen,Beginner,Cold War,Politics,Easy,Challenge,What caused what was the cold war??,ideological conflict,1,32,Yes,3,Medium
Adult,Advanced,Industrial Revolution,Culture,Medium,Challenge,What were effects of what industry grew rapidly??,textiles,0,26,Yes,1,Easy
Adult,Advanced,Cold War,Politics,Medium,Challenge,Why is who were the superpowers? important?,USA USSR,0,13,No,3,Easy
Child,Advanced,French Revolution,Revolution,Easy,Challenge,Explain what was the reign of terror?,mass executions,1,15,Yes,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Easy,Challenge,What caused who invented steam engine??,James Watt,1,35,Yes,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Easy,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,1,7,No,1,Medium
Teen,Intermediate,World War II,War,Easy,Simulation,You are a leader during World War II. What would you do?,strategic decision,0,36,No,2,Easy
Teen,Intermediate,World War II,War,Hard,Challenge,What caused what event triggered us entry into wwii??,Pearl Harbor,0,18,No,3,Medium
Teen,Intermediate,World War II,War,Hard,Quiz,What event triggered US entry into WWII?,Pearl Harbor,0,6,No,2,Medium
Adult,Beginner,Cold War,Politics,Easy,Simulation,You are a leader during Cold War. What would you do?,strategic decision,1,27,No,1,Medium
Teen,Intermediate,French Revolution,Revolution,Hard,Challenge,Describe what was the bastille? briefly,prison,0,24,No,1,Medium
Teen,Intermediate,World War II,War,Hard,Challenge,What were effects of what event triggered us entry into wwii??,Pearl Harbor,0,32,Yes,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Medium,Challenge,Describe where did industrial revolution begin? briefly,Britain,0,17,No,1,Easy
Child,Intermediate,World War II,War,Hard,Challenge,Why is what event triggered us entry into wwii? important?,Pearl Harbor,1,15,No,1,Hard
Child,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Explain what changed transportation?,railways,1,10,No,3,Hard
Teen,Beginner,World War II,War,Medium,Challenge,Explain which countries were part of the allies?,USA UK USSR,1,24,Yes,2,Hard
Adult,Beginner,World War II,War,Medium,Simulation,You are a leader during World War II. What would you do?,strategic decision,0,34,Yes,1,Easy
Adult,Beginner,Industrial Revolution,Culture,Medium,Challenge,Explain where did industrial revolution begin?,Britain,0,7,No,3,Easy
Child,Beginner,World War II,War,Easy,Challenge,What caused when did wwii end??,1945,1,25,No,2,Medium
Teen,Beginner,Cold War,Politics,Easy,Challenge,What were effects of what was the cold war??,ideological conflict,1,35,No,2,Medium
Child,Advanced,Industrial Revolution,Culture,Medium,Challenge,Explain what changed transportation?,railways,1,35,No,2,Hard
Teen,Beginner,French Revolution,Revolution,Medium,Challenge,Why is what document declared rights? important?,Declaration of Rights,0,25,Yes,3,Easy
Teen,Intermediate,Cold War,Politics,Hard,Challenge,Explain what was nato?,military alliance,1,16,Yes,3,Hard
Adult,Intermediate,Cold War,Politics,Hard,Challenge,Describe what was the cuban missile crisis? briefly,nuclear standoff,0,38,No,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Medium,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,0,15,No,1,Easy
Adult,Advanced,Industrial Revolution,Culture,Medium,Quiz,What powered early factories?,coal,1,22,No,3,Hard
Adult,Beginner,Cold War,Politics,Hard,Quiz,What was the Cuban Missile Crisis?,nuclear standoff,1,32,No,1,Hard
Child,Beginner,Industrial Revolution,Culture,Hard,Challenge,Explain what powered early factories?,coal,0,30,Yes,2,Medium
Child,Advanced,Cold War,Politics,Easy,Challenge,Why is what was the cuban missile crisis? important?,nuclear standoff,1,34,No,1,Medium
Teen,Intermediate,World War II,War,Medium,Challenge,What were effects of who was the leader of nazi germany??,Hitler,0,20,No,2,Easy
Teen,Beginner,French Revolution,Revolution,Hard,Challenge,Describe what document declared rights? briefly,Declaration of Rights,0,16,Yes,2,Medium
Child,Advanced,Cold War,Politics,Medium,Challenge,Describe what was the cold war? briefly,ideological conflict,0,9,No,3,Easy
Adult,Advanced,French Revolution,Revolution,Medium,Challenge,Describe who was the king during the revolution? briefly,Louis XVI,1,26,Yes,2,Hard
Teen,Beginner,Industrial Revolution,Culture,Hard,Challenge,Explain what industry grew rapidly?,textiles,0,30,Yes,1,Medium
Child,Intermediate,French Revolution,Revolution,Hard,Challenge,Explain who was the king during the revolution?,Louis XVI,0,11,Yes,2,Medium
Adult,Beginner,French Revolution,Revolution,Easy,Challenge,Why is when did the french revolution begin? important?,1789,1,11,Yes,2,Medium
Child,Advanced,Cold War,Politics,Hard,Challenge,What caused which wall divided berlin??,Berlin Wall,1,12,Yes,2,Hard
Adult,Beginner,Cold War,Politics,Medium,Challenge,Why is what was the cold war? important?,ideological conflict,0,20,No,3,Easy
Adult,Beginner,World War II,War,Easy,Challenge,What caused who was the leader of nazi germany??,Hitler,0,27,No,3,Easy
Adult,Beginner,Industrial Revolution,Culture,Easy,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,0,30,No,2,Easy
Child,Intermediate,World War II,War,Easy,Simulation,You are a leader during World War II. What would you do?,strategic decision,1,7,Yes,3,Medium
Teen,Advanced,French Revolution,Revolution,Hard,Challenge,Why is what document declared rights? important?,Declaration of Rights,1,8,No,2,Hard
Adult,Intermediate,Industrial Revolution,Culture,Hard,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,1,22,Yes,1,Hard
Child,Intermediate,French Revolution,Revolution,Hard,Challenge,Describe what document declared rights? briefly,Declaration of Rights,0,32,No,2,Medium
Child,Advanced,Industrial Revolution,Culture,Hard,Challenge,Why is where did industrial revolution begin? important?,Britain,1,32,No,3,Hard
Adult,Advanced,Industrial Revolution,Culture,Hard,Challenge,Explain who invented steam engine?,James Watt,0,5,Yes,3,Medium
Adult,Intermediate,Industrial Revolution,Culture,Easy,Challenge,Describe what powered early factories? briefly,coal,1,29,Yes,1,Medium
Adult,Beginner,Industrial Revolution,Culture,Medium,Challenge,What were effects of where did industrial revolution begin??,Britain,0,31,No,3,Easy
Teen,Intermediate,World War II,War,Easy,Challenge,What caused when did wwii end??,1945,1,27,Yes,3,Medium
Adult,Beginner,French Revolution,Revolution,Easy,Challenge,Why is what document declared rights? important?,Declaration of Rights,0,32,No,1,Easy
Teen,Beginner,World War II,War,Easy,Challenge,Explain which countries were part of the allies?,USA UK USSR,1,5,Yes,1,Medium
Child,Advanced,Cold War,Politics,Easy,Challenge,What were effects of what was nato??,military alliance,1,5,No,3,Medium
Teen,Advanced,World War II,War,Medium,Challenge,What were effects of when did world war ii begin??,1939,1,19,Yes,2,Hard
Child,Intermediate,French Revolution,Revolution,Hard,Challenge,Explain what document declared rights?,Declaration of Rights,0,25,Yes,3,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Challenge,Why is what industry grew rapidly? important?,textiles,0,15,No,1,Medium
Child,Intermediate,World War II,War,Medium,Challenge,Explain when did wwii end?,1945,1,29,No,2,Hard
Teen,Advanced,World War II,War,Hard,Simulation,You are a leader during World War II. What would you do?,strategic decision,0,34,Yes,3,Medium
Child,Beginner,Industrial Revolution,Culture,Easy,Challenge,What caused where did industrial revolution begin??,Britain,0,18,No,3,Easy
Adult,Advanced,World War II,War,Easy,Challenge,Explain when did wwii end?,1945,1,23,No,3,Medium
Child,Beginner,Cold War,Politics,Medium,Challenge,Why is which wall divided berlin? important?,Berlin Wall,0,32,No,1,Easy
Teen,Intermediate,French Revolution,Revolution,Hard,Challenge,What caused what document declared rights??,Declaration of Rights,0,33,No,3,Medium
Adult,Intermediate,Cold War,Politics,Hard,Simulation,You are a leader during Cold War. What would you do?,strategic decision,1,26,Yes,3,Hard
Teen,Advanced,Industrial Revolution,Culture,Hard,Challenge,What caused where did industrial revolution begin??,Britain,0,37,No,1,Medium
Adult,Beginner,Cold War,Politics,Hard,Quiz,Which wall divided Berlin?,Berlin Wall,0,8,No,1,Medium
Adult,Beginner,World War II,War,Medium,Challenge,What caused which countries were part of the allies??,USA UK USSR,0,40,Yes,1,Easy
Child,Beginner,Industrial Revolution,Culture,Hard,Challenge,What were effects of what changed transportation??,railways,0,40,No,1,Medium
Child,Beginner,Industrial Revolution,Culture,Medium,Challenge,What caused what industry grew rapidly??,textiles,0,31,No,3,Easy
Child,Advanced,French Revolution,Revolution,Easy,Challenge,Explain when did the french revolution begin?,1789,1,24,No,2,Medium
Child,Intermediate,French Revolution,Revolution,Hard,Challenge,What were effects of what was the reign of terror??,mass executions,1,18,Yes,3,Hard
Teen,Advanced,French Revolution,Revolution,Medium,Quiz,Who was the king during the revolution?,Louis XVI,0,16,Yes,2,Easy
Teen,Intermediate,French Revolution,Revolution,Medium,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,1,24,No,3,Hard
Child,Advanced,World War II,War,Easy,Challenge,Describe which countries were part of the allies? briefly,USA UK USSR,1,29,Yes,3,Medium
Teen,Intermediate,World War II,War,Hard,Challenge,Describe when did wwii end? briefly,1945,0,17,No,3,Medium
Teen,Intermediate,World War II,War,Hard,Challenge,Describe when did world war ii begin? briefly,1939,1,7,No,3,Hard
Child,Intermediate,Industrial Revolution,Culture,Medium,Challenge,Describe what industry grew rapidly? briefly,textiles,1,7,Yes,2,Hard
Adult,Beginner,Cold War,Politics,Hard,Simulation,You are a leader during Cold War. What would you do?,strategic decision,0,28,Yes,1,Medium
Teen,Advanced,Cold War,Politics,Hard,Challenge,Why is what was the cuban missile crisis? important?,nuclear standoff,1,29,Yes,1,Hard
Adult,Intermediate,World War II,War,Hard,Challenge,Why is what event triggered us entry into wwii? important?,Pearl Harbor,0,19,Yes,2,Medium
Teen,Beginner,Industrial Revolution,Culture,Medium,Challenge,Explain what changed transportation?,railways,1,23,Yes,1,Hard
Teen,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Why is what powered early factories? important?,coal,1,18,Yes,1,Hard
Adult,Intermediate,Cold War,Politics,Hard,Challenge,What caused what was the cuban missile crisis??,nuclear standoff,0,39,Yes,1,Medium
Child,Intermediate,World War II,War,Medium,Quiz,When did World War II begin?,1939,1,27,Yes,3,Hard
Adult,Beginner,Industrial Revolution,Culture,Medium,Quiz,What changed transportation?,railways,1,18,No,2,Hard
Adult,Advanced,French Revolution,Revolution,Easy,Challenge,Explain when did the french revolution begin?,1789,1,5,No,2,Medium
Adult,Intermediate,Cold War,Politics,Easy,Challenge,Describe what was nato? briefly,military alliance,1,33,Yes,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Hard,Challenge,Describe what changed transportation? briefly,railways,0,22,No,3,Medium
Teen,Advanced,French Revolution,Revolution,Medium,Challenge,Describe when did the french revolution begin? briefly,1789,0,38,No,3,Easy
Child,Advanced,Cold War,Politics,Medium,Challenge,What caused which wall divided berlin??,Berlin Wall,1,31,No,1,Hard
Teen,Beginner,Cold War,Politics,Hard,Quiz,Which wall divided Berlin?,Berlin Wall,0,31,Yes,3,Medium
Adult,Intermediate,Industrial Revolution,Culture,Hard,Quiz,What industry grew rapidly?,textiles,0,34,Yes,1,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Simulation,You are a leader during Industrial Revolution. What would you do?,strategic decision,1,32,Yes,3,Hard
Teen,Advanced,Industrial Revolution,Culture,Easy,Challenge,What caused what industry grew rapidly??,textiles,1,29,Yes,2,Medium
Teen,Intermediate,French Revolution,Revolution,Hard,Quiz,When did the French Revolution begin?,1789,1,5,Yes,1,Hard
Teen,Intermediate,World War II,War,Hard,Challenge,What caused which countries were part of the allies??,USA UK USSR,1,26,No,1,Hard
Child,Beginner,Cold War,Politics,Medium,Simulation,You are a leader during Cold War. What would you do?,strategic decision,0,10,Yes,1,Easy
Child,Beginner,World War II,War,Medium,Challenge,What caused when did wwii end??,1945,0,11,Yes,3,Easy
Teen,Beginner,World War II,War,Medium,Challenge,What caused when did wwii end??,1945,1,12,No,2,Hard
Child,Advanced,Cold War,Politics,Hard,Challenge,Why is what was the cold war? important?,ideological conflict,1,36,Yes,1,Hard
Teen,Advanced,Industrial Revolution,Culture,Easy,Challenge,Why is where did industrial revolution begin? important?,Britain,1,7,Yes,3,Medium
Child,Beginner,French Revolution,Revolution,Medium,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,0,7,No,2,Easy
Adult,Intermediate,French Revolution,Revolution,Medium,Simulation,You are a leader during French Revolution. What would you do?,strategic decision,1,29,Yes,2,Hard
Teen,Beginner,Cold War,Politics,Medium,Challenge,Explain who were the superpowers?,USA USSR,0,7,No,3,Easy
Teen,Advanced,Industrial Revolution,Culture,Easy,Challenge,What caused what changed transportation??,railways,1,13,Yes,2,Medium
Child,Intermediate,French Revolution,Revolution,Medium,Challenge,Describe what document declared rights? briefly,Declaration of Rights,1,25,No,1,Hard
Child,Beginner,World War II,War,Hard,Quiz,What event triggered US entry into WWII?,Pearl Harbor,0,16,No,3,Medium
Teen,Advanced,World War II,War,Hard,Challenge,Describe when did world war ii begin? briefly,1939,0,7,Yes,2,Medium
Adult,Intermediate,World War II,War,Medium,Challenge,Explain when did wwii end?,1945,0,20,Yes,1,Easy
Adult,Beginner,Industrial Revolution,Culture,Hard,Challenge,What caused what powered early factories??,coal,0,31,Yes,3,Medium
Adult,Intermediate,Industrial Revolution,Culture,Medium,Challenge,What were effects of where did industrial revolution begin??,Britain,1,40,Yes,3,Hard
